Disease,Question,medical_specialty,severity
Bệnh Ho,"Tôi thấy ho khan, kèm theo đau rát họng và khàn tiếng. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi hay bị ho có đờm trắng, kèm theo ngạt mũi và chảy nước mũi trong. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi đang có các triệu chứng như ho, kèm theo sốt cao, ớn lạnh và đau nhức cơ thể. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi bị ho, kèm theo khạc đờm có mùi hôi. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi đang gặp tình trạng ho dai dẳng, không kèm theo sốt hay các triệu chứng khác. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi thấy ho khan, kèm theo khô họng và khàn tiếng khi nói nhiều. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi hay bị ho có đờm màu vàng hoặc xanh, kèm theo sốt nhẹ và mệt mỏi. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi đang có các triệu chứng như ho, kèm theo nghẹt mũi, chảy nước mũi và đau đầu. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Ho,"Tôi bị ho, kèm theo thở khò khè, khó thở khi nằm xuống. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Lao Phổi,Tôi hiện đang có các triệu chứng như ho khan kéo dài và sốt nhẹ về chiều. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi đang cảm thấy ho khạc đờm màu trắng và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi hay bị ho ra máu và ran ẩm ở phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi cảm thấy ho khan kéo dài trên 3 tuần. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi đang trải qua tình trạng ho khạc đờm và sốt nhẹ. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi hay bị khó thở và ran nổ ở vùng phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi cảm thấy ho khan và mệt mỏi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi đang trải qua tình trạng ho ra máu và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi hay bị sốt về chiều và ho khan kéo dài. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi cảm thấy ho khạc đờm và ran ở phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,"Tôi đang trải qua tình trạng ho khan, sốt nhẹ và khó thở. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Lao Phổi,"Tôi hay bị ho ra máu và ran ẩm, ran nổ ở phổi. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Lao Phổi,"Tôi cảm thấy mệt mỏi, ho khan và sốt về chiều. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Lao Phổi,Tôi đang trải qua tình trạng ho khạc đờm và khó thở kéo dài. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi hay bị ho ra máu và ran ở vùng phổi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi cảm thấy ho khan kéo dài và sốt nhẹ. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,Tôi đang trải qua tình trạng ho khạc đờm và mệt mỏi. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,"Tôi hay bị khó thở và ran ẩm, ran nổ ở phổi. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Lao Phổi,Tôi cảm thấy ho khan và ho ra máu. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Lao Phổi,"Tôi đang trải qua tình trạng sốt nhẹ, ho khạc đờm và khó thở. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Nhiễm Sán Chó,Tôi hay thấy các đốt sán bò ra ở hậu môn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,"Tôi đang cảm thấy ngứa ngáy ở vùng hậu môn, đặc biệt là vào ban đêm. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Bệnh Nhiễm Sán Chó,"Tôi hiện đang có các triệu chứng như đau bụng, buồn nôn và tiêu chảy. Tôi có thể đang bị bệnh gì?",Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy mệt mỏi và chán ăn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay thấy các đốt sán trong phân của mình. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hiện đang có các triệu chứng như sụt cân không rõ nguyên nhân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy khó chịu ở vùng bụng. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay thấy các đốt sán có hình dạng giống hạt gạo. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hiện đang có các triệu chứng như ngứa da và phát ban. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy khó chịu và bứt rứt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay nhìn thấy các đốt sán di chuyển. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hiện đang có các triệu chứng như đau đầu và chóng mặt. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy lo lắng và sợ hãi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay bị đau bụng quặn từng cơn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hiện đang có các triệu chứng như buồn nôn và nôn. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy chán ăn và sụt cân. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay thấy phân có máu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hiện đang có các triệu chứng như thiếu máu. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi đang cảm thấy yếu ớt và mệt mỏi. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Nhiễm Sán Chó,Tôi hay bị rối loạn tiêu hóa. Tôi có thể đang bị bệnh gì?,Gastroenterology,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang có các triệu chứng như ho có đờm kéo dài và khó thở khi vận động. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),"Tôi đang cảm thấy tức ngực và thở khò khè, đặc biệt là khi gắng sức. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hay bị nhiễm trùng đường hô hấp và cảm thấy mệt mỏi thường xuyên. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị sưng phù ở mắt cá chân và khó thở khi leo cầu thang. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi cảm thấy khó thở ngay cả khi nghỉ ngơi và ho ra nhiều đờm. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hay bị sốt nhẹ và cảm giác ớn lạnh kèm theo khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị giảm cân không rõ nguyên nhân và khó thở khi đi bộ. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),"Tôi cảm thấy mệt mỏi, ho nhiều và khó thở khi làm việc nhà. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),"Tôi hay bị tức ngực và thở khò khè, đặc biệt là vào buổi sáng. Tôi có thể đang bị bệnh gì?",Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị ho ra máu và khó thở khi nằm. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi cảm thấy môi và đầu ngón tay chuyển sang màu xanh tím. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hay bị đau nhức cơ thể và khó thở khi leo dốc. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị mất ngủ do khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi cảm thấy lo lắng và sợ hãi do khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hay bị chóng mặt và khó thở khi gắng sức. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị sụt cân nhanh chóng và khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi cảm thấy chán ăn và khó thở khi nói chuyện. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hay bị phù nề ở chân và khó thở khi đi lại. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi hiện đang bị ho ra đờm có màu vàng xanh. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Phổi Tắc Nghẽn Mạn Tính (COPD),Tôi cảm thấy khó khăn khi tập thể dục do khó thở. Tôi có thể đang bị bệnh gì?,Respiratory,
Bệnh Polyp Mũi,Tôi hiện đang có các triệu chứng như nghẹt mũi liên tục và mất khứu giác. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi đang cảm thấy đau nhức vùng mặt và thường xuyên khạc đàm. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,"Tôi hay bị nghẹt mũi, đặc biệt là về đêm, kèm theo chảy nước mũi. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Polyp Mũi,Tôi hiện đang gặp vấn đề về giấc ngủ do khó thở khi nằm. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi cảm thấy có khối u mềm trong mũi và bị giảm khứu giác. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hay bị đau đầu và nghẹt mũi kéo dài. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi đang cảm thấy chất lượng cuộc sống giảm sút do nghẹt mũi và khó thở. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,"Tôi hiện đang bị chảy nước mũi, nghẹt mũi và mất mùi vị thức ăn. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Polyp Mũi,Tôi cảm thấy có khối u trong mũi và khó khăn khi thở bằng mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,"Tôi hay bị ngứa mũi, hắt hơi và nghẹt mũi. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Polyp Mũi,Tôi hiện đang bị chảy nước mũi màu vàng xanh và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi cảm thấy đau nhức vùng xoang mặt và thường xuyên nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hay bị ngáy ngủ và khó thở khi ngủ. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hiện đang bị mất khứu giác hoàn toàn và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi cảm thấy có dị vật trong mũi và khó chịu khi thở. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hay bị chảy nước mắt và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hiện đang bị đau họng và nghẹt mũi kéo dài. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi cảm thấy áp lực trong tai và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hay bị chảy máu cam và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Polyp Mũi,Tôi hiện đang bị mất giọng nói và nghẹt mũi. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,"Tôi hiện đang có các triệu chứng như sốt, mệt mỏi, chán ăn và đau họng. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,Tôi đang cảm thấy đau ở góc hàm và tuyến mang tai sưng to. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,"Tôi hay bị sốt, buồn nôn và sưng đau tuyến nước bọt. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi đang gặp tình trạng mệt mỏi, đau cơ, sưng đau tuyến nước bọt và buồn nôn. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hay bị sưng đau tuyến nước bọt, má và cổ. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi đang cảm thấy khó chịu, chán ăn và tuyến mang tai sưng to. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hay bị sốt, ớn lạnh, đau họng và sưng đau tuyến nước bọt. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,Tôi hiện đang có triệu chứng sưng đau tuyến mang tai lan đến má và dưới hàm. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,Tôi đang cảm thấy khó khăn khi nói chuyện và ăn uống do sưng đau tuyến mang tai. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,"Tôi hay bị sưng một bên mang tai, sau đó lan sang bên còn lại. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hiện đang có các triệu chứng như sốt, mệt mỏi, đau cơ và sưng đau hạch ở tinh hoàn. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi đang cảm thấy chán ăn, buồn nôn và sưng đau tuyến nước bọt. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hay bị sốt cao, đau họng và sưng đau tuyến mang tai. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,Tôi hiện đang có triệu chứng sưng đau tuyến mang tai lan xuống ngực gây phù trước xương ức. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,"Tôi đang cảm thấy khó chịu, mệt mỏi và sưng đau tuyến nước bọt, nhưng da vùng sưng không nóng. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,Tôi hay bị sưng đau tuyến mang tai và khó khăn khi nhai nuốt. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,Tôi hiện đang có các triệu chứng như nhiễm virus nhưng không có dấu hiệu rõ rệt. Tôi có thể đang bị bệnh gì?,ENT,
Bệnh Quai Bị,"Tôi đang cảm thấy mệt mỏi, chán ăn và sưng đau tuyến nước bọt sau khi tiếp xúc với người bệnh quai bị. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hay bị sưng đau tuyến mang tai và sốt cao, tình trạng kéo dài khoảng một tuần. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Quai Bị,"Tôi hiện đang có triệu chứng sưng đau tuyến mang tai và đau họng, nhưng không bị sốt. Tôi có thể đang bị bệnh gì?",ENT,
Bệnh Rubella,"Tôi hiện đang có các triệu chứng như phát ban, sốt nhẹ và viêm kết mạc. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,Tôi đang cảm thấy buồn nôn và sưng hạch sau tai. Tôi có thể đang bị bệnh gì?,Dermatology,
Bệnh Rubella,"Tôi hay bị phát ban bắt đầu từ mặt và cổ, sau đó lan xuống cơ thể. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,"Tôi hiện đang có các triệu chứng như sốt nhẹ, viêm kết mạc và đau khớp. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,Tôi đang cảm thấy mệt mỏi và sưng hạch ở cổ. Tôi có thể đang bị bệnh gì?,Dermatology,
Bệnh Rubella,Tôi hay bị phát ban kéo dài 1-3 ngày. Tôi có thể đang bị bệnh gì?,Dermatology,
Bệnh Rubella,"Tôi hiện đang có các triệu chứng như sốt nhẹ, phát ban và đau khớp kéo dài 3-10 ngày. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,Tôi đang cảm thấy mệt mỏi và sưng hạch sau tai sau khi tiếp xúc với người bệnh Rubella. Tôi có thể đang bị bệnh gì?,Dermatology,
Bệnh Rubella,Tôi hay bị phát ban và viêm kết mạc nhẹ. Tôi có thể đang bị bệnh gì?,Dermatology,
Bệnh Rubella,"Tôi hiện đang có các triệu chứng như sốt nhẹ, phát ban và sưng hạch sau tai, kéo dài khoảng 2-3 tuần. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,"Tôi đang cảm thấy mệt mỏi và đau khớp, đặc biệt là ở phụ nữ. Tôi có thể đang bị bệnh gì?",Dermatology,
Bệnh Rubella,"Tôi hay bị phát ban và sốt nhẹ, kèm theo buồn nôn. Tôi có thể đang bị bệnh gì?",Dermatology,
